variable,year,region,unit,value
Emissions|CO2|AFOLU,2025,MOZ,Mt CO2/yr,305.0109557
Emissions|CO2|AFOLU,2025,MRT,Mt CO2/yr,-1.082488
Emissions|CO2|AFOLU,2025,MSR,Mt CO2/yr,-0.0007273
Emissions|CO2|AFOLU,2025,MTQ,Mt CO2/yr,-0.132
Emissions|CO2|AFOLU,2025,MUS,Mt CO2/yr,-0.0250246
Emissions|CO2|AFOLU,2025,MWI,Mt CO2/yr,14.7526601
Emissions|CO2|AFOLU,2025,MYS,Mt CO2/yr,64.1959179
Emissions|CO2|AFOLU,2025,MYT,Mt CO2/yr,0.013297
Emissions|CO2|AFOLU,2025,NAM,Mt CO2/yr,10.5722304
Emissions|CO2|AFOLU,2025,NCL,Mt CO2/yr,0.0309357
Emissions|CO2|AFOLU,2025,NER,Mt CO2/yr,1.2441022
Emissions|CO2|AFOLU,2025,NFK,Mt CO2/yr,0.0001275
Emissions|CO2|AFOLU,2025,NGA,Mt CO2/yr,49.5871701
Emissions|CO2|AFOLU,2025,NIC,Mt CO2/yr,19.7757812
Emissions|CO2|AFOLU,2025,NIU,Mt CO2/yr,-0.0021793
Emissions|CO2|AFOLU,2025,NLD,Mt CO2/yr,6.5993846
Emissions|CO2|AFOLU,2025,NOR,Mt CO2/yr,-14.7943271
Emissions|CO2|AFOLU,2025,NPL,Mt CO2/yr,9.3628432
Emissions|CO2|AFOLU,2025,NZL,Mt CO2/yr,-9.2917979
Emissions|CO2|AFOLU,2025,OMN,Mt CO2/yr,0.019107
Emissions|CO2|AFOLU,2025,PAK,Mt CO2/yr,7.3286217
Emissions|CO2|AFOLU,2025,PAN,Mt CO2/yr,4.2513765
Emissions|CO2|AFOLU,2025,PER,Mt CO2/yr,92.3754216
Emissions|CO2|AFOLU,2025,PHL,Mt CO2/yr,2.7050738
Emissions|CO2|AFOLU,2025,PNG,Mt CO2/yr,35.1419158
Emissions|CO2|AFOLU,2025,POL,Mt CO2/yr,-17.4778447
Emissions|CO2|AFOLU,2025,PRI,Mt CO2/yr,-2.630989
Emissions|CO2|AFOLU,2025,PRK,Mt CO2/yr,3.3802791
Emissions|CO2|AFOLU,2025,PRT,Mt CO2/yr,1.0545032
Emissions|CO2|AFOLU,2025,PRY,Mt CO2/yr,49.2504247
Emissions|CO2|AFOLU,2025,REU,Mt CO2/yr,-0.12672
Emissions|CO2|AFOLU,2025,ROU,Mt CO2/yr,-21.8999045
Emissions|CO2|AFOLU,2025,RUS,Mt CO2/yr,-493.3933902
Emissions|CO2|AFOLU,2025,RWA,Mt CO2/yr,1.2618917
Emissions|CO2|AFOLU,2025,SDN,Mt CO2/yr,21.0191487
Emissions|CO2|AFOLU,2025,SEN,Mt CO2/yr,4.8540134
Emissions|CO2|AFOLU,2025,SGP,Mt CO2/yr,0.0326369
Emissions|CO2|AFOLU,2025,SHN,Mt CO2/yr,7.55e-05
Emissions|CO2|AFOLU,2025,SLB,Mt CO2/yr,45.4106443
Emissions|CO2|AFOLU,2025,SLE,Mt CO2/yr,3.9046448
Emissions|CO2|AFOLU,2025,SLV,Mt CO2/yr,1.1279411
Emissions|CO2|AFOLU,2025,SOM,Mt CO2/yr,17.3521517
Emissions|CO2|AFOLU,2025,SPM,Mt CO2/yr,0.0013689
Emissions|CO2|AFOLU,2025,SRB,Mt CO2/yr,0.0079502000000002
Emissions|CO2|AFOLU,2025,SSD,Mt CO2/yr,36.4009026
Emissions|CO2|AFOLU,2025,STP,Mt CO2/yr,0.2153074
Emissions|CO2|AFOLU,2025,SUR,Mt CO2/yr,9.2600023
Emissions|CO2|AFOLU,2025,SVK,Mt CO2/yr,-1.0328703
Emissions|CO2|AFOLU,2025,SVN,Mt CO2/yr,0.5916587
Emissions|CO2|AFOLU,2025,SWE,Mt CO2/yr,-11.3024246
Emissions|CO2|AFOLU,2025,SWZ,Mt CO2/yr,-0.0930969
Emissions|CO2|AFOLU,2025,SXM,Mt CO2/yr,-0.0001076
Emissions|CO2|AFOLU,2025,SYR,Mt CO2/yr,0.0038286
Emissions|CO2|AFOLU,2025,TCD,Mt CO2/yr,30.8540739
Emissions|CO2|AFOLU,2025,TGO,Mt CO2/yr,0.9966056
Emissions|CO2|AFOLU,2025,THA,Mt CO2/yr,18.2277271
Emissions|CO2|AFOLU,2025,TJK,Mt CO2/yr,-0.1286548
Emissions|CO2|AFOLU,2025,TLS,Mt CO2/yr,0.463232
Emissions|CO2|AFOLU,2025,TTO,Mt CO2/yr,0.1258828
Emissions|CO2|AFOLU,2025,TUN,Mt CO2/yr,-3.6491162
Emissions|CO2|AFOLU,2025,TUR,Mt CO2/yr,-28.6029758
Emissions|CO2|AFOLU,2025,TUV,Mt CO2/yr,-0.0001997
Emissions|CO2|AFOLU,2025,TZA,Mt CO2/yr,131.4866155
Emissions|CO2|AFOLU,2025,UGA,Mt CO2/yr,14.5834121
Emissions|CO2|AFOLU,2025,UKR,Mt CO2/yr,-2.222945
Emissions|CO2|AFOLU,2025,URY,Mt CO2/yr,-1.2071591
Emissions|CO2|AFOLU,2025,USA,Mt CO2/yr,-194.3788091
Emissions|CO2|AFOLU,2025,UZB,Mt CO2/yr,-3.3654919
Emissions|CO2|AFOLU,2025,VEN,Mt CO2/yr,44.4613519
Emissions|CO2|AFOLU,2025,VIR,Mt CO2/yr,-0.1654599
Emissions|CO2|AFOLU,2025,VNM,Mt CO2/yr,-8.9467196
Emissions|CO2|AFOLU,2025,WSM,Mt CO2/yr,0.1066336
Emissions|CO2|AFOLU,2025,World,Mt CO2/yr,3180.2215234
Emissions|CO2|AFOLU,2025,ZAF,Mt CO2/yr,7.6106477
Emissions|CO2|AFOLU,2025,ZMB,Mt CO2/yr,268.161706
Emissions|CO2|AFOLU,2025,ZWE,Mt CO2/yr,88.3195072
Emissions|N2O|AFOLU|Agriculture,2025,AFG,kt N2O/yr,14.1685
Emissions|N2O|AFOLU|Agriculture,2025,AGO,kt N2O/yr,12.6032
Emissions|N2O|AFOLU|Agriculture,2025,ALB,kt N2O/yr,2.2848
Emissions|N2O|AFOLU|Agriculture,2025,ARE,kt N2O/yr,2.7371
Emissions|N2O|AFOLU|Agriculture,2025,ARG,kt N2O/yr,157.7386
Emissions|N2O|AFOLU|Agriculture,2025,ARM,kt N2O/yr,1.8712
Emissions|N2O|AFOLU|Agriculture,2025,ASM,kt N2O/yr,0.0006
Emissions|N2O|AFOLU|Agriculture,2025,ATG,kt N2O/yr,0.0196
Emissions|N2O|AFOLU|Agriculture,2025,AUS,kt N2O/yr,146.8936
Emissions|N2O|AFOLU|Agriculture,2025,AUT,kt N2O/yr,7.4148
Emissions|N2O|AFOLU|Agriculture,2025,AZE,kt N2O/yr,9.2675
Emissions|N2O|AFOLU|Agriculture,2025,BDI,kt N2O/yr,3.4427
Emissions|N2O|AFOLU|Agriculture,2025,BEL,kt N2O/yr,6.0009
Emissions|N2O|AFOLU|Agriculture,2025,BEN,kt N2O/yr,8.2133
Emissions|N2O|AFOLU|Agriculture,2025,BFA,kt N2O/yr,29.2652
Emissions|N2O|AFOLU|Agriculture,2025,BGD,kt N2O/yr,90.5791
Emissions|N2O|AFOLU|Agriculture,2025,BGR,kt N2O/yr,4.0412
Emissions|N2O|AFOLU|Agriculture,2025,BHR,kt N2O/yr,0.0688
Emissions|N2O|AFOLU|Agriculture,2025,BHS,kt N2O/yr,0.048
Emissions|N2O|AFOLU|Agriculture,2025,BIH,kt N2O/yr,2.6324
Emissions|N2O|AFOLU|Agriculture,2025,BLR,kt N2O/yr,19.8507
Emissions|N2O|AFOLU|Agriculture,2025,BLZ,kt N2O/yr,0.3811
Emissions|N2O|AFOLU|Agriculture,2025,BMU,kt N2O/yr,0.0032
Emissions|N2O|AFOLU|Agriculture,2025,BOL,kt N2O/yr,26.3875
Emissions|N2O|AFOLU|Agriculture,2025,BRA,kt N2O/yr,598.318
Emissions|N2O|AFOLU|Agriculture,2025,BRB,kt N2O/yr,0.0998
Emissions|N2O|AFOLU|Agriculture,2025,BRN,kt N2O/yr,0.2783
Emissions|N2O|AFOLU|Agriculture,2025,BTN,kt N2O/yr,0.272
Emissions|N2O|AFOLU|Agriculture,2025,BWA,kt N2O/yr,2.4651
Emissions|N2O|AFOLU|Agriculture,2025,CAF,kt N2O/yr,9.7789
Emissions|N2O|AFOLU|Agriculture,2025,CAN,kt N2O/yr,97.5435
Emissions|N2O|AFOLU|Agriculture,2025,CHE,kt N2O/yr,3.8039
Emissions|N2O|AFOLU|Agriculture,2025,CHL,kt N2O/yr,12.6626
Emissions|N2O|AFOLU|Agriculture,2025,CHN,kt N2O/yr,998.8355
Emissions|N2O|AFOLU|Agriculture,2025,CIV,kt N2O/yr,7.9928
Emissions|N2O|AFOLU|Agriculture,2025,CMR,kt N2O/yr,15.3137
Emissions|N2O|AFOLU|Agriculture,2025,COD,kt N2O/yr,6.6824
Emissions|N2O|AFOLU|Agriculture,2025,COG,kt N2O/yr,0.7587
Emissions|N2O|AFOLU|Agriculture,2025,COK,kt N2O/yr,0.0005
Emissions|N2O|AFOLU|Agriculture,2025,COL,kt N2O/yr,61.8221
Emissions|N2O|AFOLU|Agriculture,2025,COM,kt N2O/yr,0.1492
Emissions|N2O|AFOLU|Agriculture,2025,CPV,kt N2O/yr,0.1311
Emissions|N2O|AFOLU|Agriculture,2025,CRI,kt N2O/yr,4.7668
Emissions|N2O|AFOLU|Agriculture,2025,CUB,kt N2O/yr,7.7394
Emissions|N2O|AFOLU|Agriculture,2025,CYM,kt N2O/yr,0.0041
Emissions|N2O|AFOLU|Agriculture,2025,CYP,kt N2O/yr,0.5494
Emissions|N2O|AFOLU|Agriculture,2025,CZE,kt N2O/yr,11.3804
Emissions|N2O|AFOLU|Agriculture,2025,DEU,kt N2O/yr,57.6322
Emissions|N2O|AFOLU|Agriculture,2025,DJI,kt N2O/yr,0.8395
Emissions|N2O|AFOLU|Agriculture,2025,DMA,kt N2O/yr,0.0326
Emissions|N2O|AFOLU|Agriculture,2025,DNK,kt N2O/yr,9.8293
Emissions|N2O|AFOLU|Agriculture,2025,DOM,kt N2O/yr,10.7483
Emissions|N2O|AFOLU|Agriculture,2025,DZA,kt N2O/yr,18.9053
Emissions|N2O|AFOLU|Agriculture,2025,ECU,kt N2O/yr,12.6677
Emissions|N2O|AFOLU|Agriculture,2025,EGY,kt N2O/yr,46.9397
Emissions|N2O|AFOLU|Agriculture,2025,ERI,kt N2O/yr,5.4265
Emissions|N2O|AFOLU|Agriculture,2025,ESH,kt N2O/yr,0.1666
Emissions|N2O|AFOLU|Agriculture,2025,ESP,kt N2O/yr,40.9023
Emissions|N2O|AFOLU|Agriculture,2025,EST,kt N2O/yr,1.8109
Emissions|N2O|AFOLU|Agriculture,2025,ETH,kt N2O/yr,156.9638
Emissions|N2O|AFOLU|Agriculture,2025,FIN,kt N2O/yr,4.998
Emissions|N2O|AFOLU|Agriculture,2025,FJI,kt N2O/yr,0.4531
Emissions|N2O|AFOLU|Agriculture,2025,FLK,kt N2O/yr,0.1947
Emissions|N2O|AFOLU|Agriculture,2025,FRA,kt N2O/yr,88.7345
Emissions|N2O|AFOLU|Agriculture,2025,FRO,kt N2O/yr,0.0317
Emissions|N2O|AFOLU|Agriculture,2025,FSM,kt N2O/yr,0.0479
Emissions|N2O|AFOLU|Agriculture,2025,GAB,kt N2O/yr,0.4576
Emissions|N2O|AFOLU|Agriculture,2025,GBR,kt N2O/yr,56.6659
Emissions|N2O|AFOLU|Agriculture,2025,GEO,kt N2O/yr,2.9287
Emissions|N2O|AFOLU|Agriculture,2025,GHA,kt N2O/yr,12.288
Emissions|N2O|AFOLU|Agriculture,2025,GIN,kt N2O/yr,18.9926
Emissions|N2O|AFOLU|Agriculture,2025,GMB,kt N2O/yr,0.757
Emissions|N2O|AFOLU|Agriculture,2025,GNB,kt N2O/yr,1.8042
Emissions|N2O|AFOLU|Agriculture,2025,GNQ,kt N2O/yr,0.0298
Emissions|N2O|AFOLU|Agriculture,2025,GRC,kt N2O/yr,9.6388
Emissions|N2O|AFOLU|Agriculture,2025,GRD,kt N2O/yr,0.0215
Emissions|N2O|AFOLU|Agriculture,2025,GRL,kt N2O/yr,0.0035
Emissions|N2O|AFOLU|Agriculture,2025,GTM,kt N2O/yr,11.2095
Emissions|N2O|AFOLU|Agriculture,2025,GUM,kt N2O/yr,0.0046
Emissions|N2O|AFOLU|Agriculture,2025,GUY,kt N2O/yr,1.0852
Emissions|N2O|AFOLU|Agriculture,2025,HKG,kt N2O/yr,0.0737
Emissions|N2O|AFOLU|Agriculture,2025,HND,kt N2O/yr,7.7736
Emissions|N2O|AFOLU|Agriculture,2025,HRV,kt N2O/yr,3.7423
Emissions|N2O|AFOLU|Agriculture,2025,HTI,kt N2O/yr,3.938
Emissions|N2O|AFOLU|Agriculture,2025,HUN,kt N2O/yr,11.4126
Emissions|N2O|AFOLU|Agriculture,2025,IDN,kt N2O/yr,169.5581
Emissions|N2O|AFOLU|Agriculture,2025,IND,kt N2O/yr,810.0913
Emissions|N2O|AFOLU|Agriculture,2025,IRL,kt N2O/yr,22.1763
Emissions|N2O|AFOLU|Agriculture,2025,IRN,kt N2O/yr,63.0108
Emissions|N2O|AFOLU|Agriculture,2025,IRQ,kt N2O/yr,12.7989
Emissions|N2O|AFOLU|Agriculture,2025,ISL,kt N2O/yr,0.5772
Emissions|N2O|AFOLU|Agriculture,2025,ISR,kt N2O/yr,2.8858
Emissions|N2O|AFOLU|Agriculture,2025,ITA,kt N2O/yr,34.1665
Emissions|N2O|AFOLU|Agriculture,2025,JAM,kt N2O/yr,0.7098
Emissions|N2O|AFOLU|Agriculture,2025,JOR,kt N2O/yr,2.0399
Emissions|N2O|AFOLU|Agriculture,2025,JPN,kt N2O/yr,21.3415
Emissions|N2O|AFOLU|Agriculture,2025,KAZ,kt N2O/yr,33.0808
Emissions|N2O|AFOLU|Agriculture,2025,KEN,kt N2O/yr,64.9653
Emissions|N2O|AFOLU|Agriculture,2025,KGZ,kt N2O/yr,6.2641
Emissions|N2O|AFOLU|Agriculture,2025,KHM,kt N2O/yr,11.408
Emissions|N2O|AFOLU|Agriculture,2025,KIR,kt N2O/yr,0.0079
Emissions|N2O|AFOLU|Agriculture,2025,KNA,kt N2O/yr,0.0178
Emissions|N2O|AFOLU|Agriculture,2025,KOR,kt N2O/yr,15.8834
Emissions|N2O|AFOLU|Agriculture,2025,KWT,kt N2O/yr,1.2197
Emissions|N2O|AFOLU|Agriculture,2025,LAO,kt N2O/yr,9.1142
Emissions|N2O|AFOLU|Agriculture,2025,LBN,kt N2O/yr,1.6517
Emissions|N2O|AFOLU|Agriculture,2025,LBR,kt N2O/yr,0.6658
Emissions|N2O|AFOLU|Agriculture,2025,LBY,kt N2O/yr,4.4054
Emissions|N2O|AFOLU|Agriculture,2025,LCA,kt N2O/yr,0.0388
Emissions|N2O|AFOLU|Agriculture,2025,LIE,kt N2O/yr,0.0146
Emissions|N2O|AFOLU|Agriculture,2025,LKA,kt N2O/yr,4.8831
Emissions|N2O|AFOLU|Agriculture,2025,LSO,kt N2O/yr,1.3389
Emissions|N2O|AFOLU|Agriculture,2025,LTU,kt N2O/yr,5.59
Emissions|N2O|AFOLU|Agriculture,2025,LUX,kt N2O/yr,0.5812
Emissions|N2O|AFOLU|Agriculture,2025,LVA,kt N2O/yr,3.4285
Emissions|N2O|AFOLU|Agriculture,2025,MAC,kt N2O/yr,0.0102
Emissions|N2O|AFOLU|Agriculture,2025,MAR,kt N2O/yr,24.4496
Emissions|N2O|AFOLU|Agriculture,2025,MDA,kt N2O/yr,2.4707
Emissions|N2O|AFOLU|Agriculture,2025,MDG,kt N2O/yr,17.7226
Emissions|N2O|AFOLU|Agriculture,2025,MDV,kt N2O/yr,0.0036
Emissions|N2O|AFOLU|Agriculture,2025,MEX,kt N2O/yr,107.464
Emissions|N2O|AFOLU|Agriculture,2025,MKD,kt N2O/yr,1.1338
Emissions|N2O|AFOLU|Agriculture,2025,MLI,kt N2O/yr,40.8464
Emissions|N2O|AFOLU|Agriculture,2025,MLT,kt N2O/yr,0.0673
Emissions|N2O|AFOLU|Agriculture,2025,MMR,kt N2O/yr,33.6677
Emissions|N2O|AFOLU|Agriculture,2025,MNE,kt N2O/yr,0.2959
Emissions|N2O|AFOLU|Agriculture,2025,MNG,kt N2O/yr,32.7756
Emissions|N2O|AFOLU|Agriculture,2025,MOZ,kt N2O/yr,7.2674
Emissions|N2O|AFOLU|Agriculture,2025,MRT,kt N2O/yr,10.5014
Emissions|N2O|AFOLU|Agriculture,2025,MSR,kt N2O/yr,0.0204
Emissions|N2O|AFOLU|Agriculture,2025,MUS,kt N2O/yr,0.3644
Emissions|N2O|AFOLU|Agriculture,2025,MWI,kt N2O/yr,10.0362
Emissions|N2O|AFOLU|Agriculture,2025,MYS,kt N2O/yr,13.9268
Emissions|N2O|AFOLU|Agriculture,2025,NAM,kt N2O/yr,5.9592
Emissions|N2O|AFOLU|Agriculture,2025,NCL,kt N2O/yr,0.2148
Emissions|N2O|AFOLU|Agriculture,2025,NER,kt N2O/yr,44.697
Emissions|N2O|AFOLU|Agriculture,2025,NGA,kt N2O/yr,92.9007
Emissions|N2O|AFOLU|Agriculture,2025,NIC,kt N2O/yr,10.7908
Emissions|N2O|AFOLU|Agriculture,2025,NIU,kt N2O/yr,0.0003
Emissions|N2O|AFOLU|Agriculture,2025,NLD,kt N2O/yr,14.9085
Emissions|N2O|AFOLU|Agriculture,2025,NOR,kt N2O/yr,5.3358
Emissions|N2O|AFOLU|Agriculture,2025,NPL,kt N2O/yr,18.256
Emissions|N2O|AFOLU|Agriculture,2025,NZL,kt N2O/yr,45.4998
Emissions|N2O|AFOLU|Agriculture,2025,OMN,kt N2O/yr,2.4682
Emissions|N2O|AFOLU|Agriculture,2025,PAK,kt N2O/yr,219.3751
Emissions|N2O|AFOLU|Agriculture,2025,PAN,kt N2O/yr,3.4063
Emissions|N2O|AFOLU|Agriculture,2025,PER,kt N2O/yr,26.1912
Emissions|N2O|AFOLU|Agriculture,2025,PHL,kt N2O/yr,37.4965
Emissions|N2O|AFOLU|Agriculture,2025,PNG,kt N2O/yr,0.9202
Emissions|N2O|AFOLU|Agriculture,2025,POL,kt N2O/yr,39.7394
Emissions|N2O|AFOLU|Agriculture,2025,PRI,kt N2O/yr,0.5085
Emissions|N2O|AFOLU|Agriculture,2025,PRK,kt N2O/yr,3.9396
Emissions|N2O|AFOLU|Agriculture,2025,PRT,kt N2O/yr,5.9606
Emissions|N2O|AFOLU|Agriculture,2025,PRY,kt N2O/yr,26.8918
Emissions|N2O|AFOLU|Agriculture,2025,PSE,kt N2O/yr,0.5061
Emissions|N2O|AFOLU|Agriculture,2025,PYF,kt N2O/yr,0.0305
Emissions|N2O|AFOLU|Agriculture,2025,QAT,kt N2O/yr,0.9401
Emissions|N2O|AFOLU|Agriculture,2025,ROU,kt N2O/yr,23.4196
Emissions|N2O|AFOLU|Agriculture,2025,RUS,kt N2O/yr,131.8219
Emissions|N2O|AFOLU|Agriculture,2025,RWA,kt N2O/yr,3.7447
Emissions|N2O|AFOLU|Agriculture,2025,SAU,kt N2O/yr,19.3955
Emissions|N2O|AFOLU|Agriculture,2025,SDN,kt N2O/yr,90.3708
Emissions|N2O|AFOLU|Agriculture,2025,SEN,kt N2O/yr,14.66
Emissions|N2O|AFOLU|Agriculture,2025,SGP,kt N2O/yr,0.0454
Emissions|N2O|AFOLU|Agriculture,2025,SHN,kt N2O/yr,0.0019
Emissions|N2O|AFOLU|Agriculture,2025,SLB,kt N2O/yr,0.0413
Emissions|N2O|AFOLU|Agriculture,2025,SLE,kt N2O/yr,3.0181
Emissions|N2O|AFOLU|Agriculture,2025,SLV,kt N2O/yr,2.3004
Emissions|N2O|AFOLU|Agriculture,2025,SOM,kt N2O/yr,20.4692
Emissions|N2O|AFOLU|Agriculture,2025,SPM,kt N2O/yr,0.0003
Emissions|N2O|AFOLU|Agriculture,2025,SRB,kt N2O/yr,10.1147
Emissions|N2O|AFOLU|Agriculture,2025,SSD,kt N2O/yr,35.6519
Emissions|N2O|AFOLU|Agriculture,2025,STP,kt N2O/yr,0.0134
Emissions|N2O|AFOLU|Agriculture,2025,SUR,kt N2O/yr,0.3735
Emissions|N2O|AFOLU|Agriculture,2025,SVK,kt N2O/yr,4.1928
Emissions|N2O|AFOLU|Agriculture,2025,SVN,kt N2O/yr,1.7138
Emissions|N2O|AFOLU|Agriculture,2025,SWE,kt N2O/yr,8.5103
Emissions|N2O|AFOLU|Agriculture,2025,SWZ,kt N2O/yr,1.3525
Emissions|N2O|AFOLU|Agriculture,2025,SYC,kt N2O/yr,0.0079
Emissions|N2O|AFOLU|Agriculture,2025,SYR,kt N2O/yr,8.7385
Emissions|N2O|AFOLU|Agriculture,2025,TCD,kt N2O/yr,94.8637
